Date,Open,High,Low,Close
2022-05-20,2.845186048380839,2.8395973837455917,2.749731760877442,2.8183133548063926
2022-05-19,2.8161289524607533,2.8421502143537305,2.817067765604447,2.8177374885764936
2022-05-18,2.9706892630954784,2.9487057659580134,2.85297149405306,2.840863064019292
2022-05-17,2.9707094696990395,2.987641457989233,2.976972992646316,3.0077329327780125
2022-05-16,2.931326799359507,2.9431578821167035,2.9262220105143113,2.92606095729545
2022-05-13,2.881699381014771,2.9355395923491083,2.9058057664007357,2.942104388402118
2022-05-12,2.8211300868419915,2.8610853831164613,2.799070170619309,2.8473289304602676
2022-05-11,2.9081498250755446,2.94580116735269,2.870156097734522,2.8524814177804187
2022-05-10,2.9537157161046075,2.96563083187969,2.899982716188153,2.91902932754089
2022-05-09,3.0002818340099187,2.9781437220652522,2.917573815521453,2.9091183666368328
2022-05-06,3.047666319359433,3.054949751621932,3.011504798269975,3.0425778911450787
2022-05-05,3.191395890485699,3.168259248772157,3.0502235091075685,3.066350053231975
2022-05-04,3.1012239220966986,3.2056773131583807,3.0938201677672197,3.22122776032595
2022-05-03,3.0796028562868987,3.0975739823664865,3.0919604501600597,3.095254496806395
2022-05-02,3.0501315249938212,3.067130974838721,3.0060171069701593,3.0749476350152087
2022-04-29,3.1745435831161912,3.167505460206762,3.0687901980052796,3.051256296258825
2022-04-28,3.143051591467058,3.2064713037805967,3.1341851859947574,3.2084273653560826
2022-04-27,3.106619085247368,3.1383891205540917,3.108037353190262,3.103821769840687
2022-04-26,3.199185536158295,3.176008195224421,3.120374496223553,3.0949716151496025
2022-04-25,3.1761500080992557,3.196993668885027,3.1465731409845277,3.21713607921877
2022-04-22,3.3079879930301312,3.2842421827009836,3.2144579148415144,3.192545580910438
2022-04-21,3.4123955136275463,3.411994268764182,3.333205457134762,3.3156799249457523
2022-04-20,3.3953108303170927,3.38721975124819,3.398539470776464,3.3821470113757104
2022-04-19,3.312837577884666,3.3698725637298916,3.3394654901730707,3.384935416278381
2022-04-18,3.307785926994526,3.3088458414754873,3.318805348668392,3.3136896504318893
2022-04-14,3.3719317899975243,3.3592491702149205,3.3396077636512147,3.314598912900152
2022-04-13,3.316545489638029,3.3526761339246733,3.3415691051713337,3.3691546609958767
2022-04-12,3.3602826830448613,3.369842412187276,3.3300246286591277,3.319508930228767
2022-04-11,3.3855914540044636,3.3631588202407716,3.357503734723393,3.3347441280303136
2022-04-08,3.4174269579141257,3.41950200287552,3.4247990898852145,3.411273719109039
2022-04-07,3.397725519442579,3.420255791440915,3.400104479036041,3.4233264982716687
2022-04-06,3.4174471645176867,3.402948805979438,3.399840256862346,3.4040703397771406
2022-04-05,3.496535810853719,3.492910958630819,3.4650116722433126,3.4484928628099003
2022-04-04,3.471802928095594,3.482910696996574,3.490458300048387,3.5066048374481618
2022-04-01,3.464073902233679,3.447934907562231,3.4583044939879812,3.4694463112451843
2022-03-31,3.5233802836839243,3.502579553296289,3.481515395707945,3.4538373055400187
2022-03-30,3.548820397566669,3.5274043233833092,3.5332521297956574,3.5266187146662413
2022-03-29,3.527259951567551,3.5369824634209324,3.541727564136485,3.556068715721619
2022-03-28,3.464851856470761,3.4750210433454365,3.4685888339794886,3.4994115610325776
2022-03-25,3.446484053834211,3.445251420269424,3.4516989396456097,3.4666174946772585
2022-03-24,3.393007277511188,3.4196728616170096,3.4152159548931276,3.443481816318145
2022-03-23,3.416366111227197,3.4000643084025257,3.4057039566401133,3.378903975238909
2022-03-22,3.3921181869545243,3.4211000346341582,3.4192097746724386,3.434843822869655
2022-03-21,3.3853489747617362,3.3806467149579427,3.373682261666555,3.383894815898037
2022-03-18,3.329720195159514,3.364214124232324,3.339404515825295,3.3858547816629567
2022-03-17,3.2668473481808302,3.3112177628279307,3.2835926628279037,3.333875277227308
2022-03-16,3.209288837938575,3.2571761479461885,3.198574097245935,3.279511484541549
2022-03-15,3.108942844656832,3.168882380652884,3.1334433314301524,3.1831195599894544
2022-03-14,3.1230167440367627,3.145283773298907,3.10683819101734,3.0928601056399714
2022-03-11,3.2005595852004127,3.188943207006605,3.1462377820717613,3.1243812045397243
2022-03-10,3.173331186902558,3.1660983882180234,3.1556989683682968,3.180159405509446
2022-03-09,3.143576963159633,3.1973755884248263,3.1692149487919186,3.1987083598619925
2022-03-08,3.1229258143207397,3.174802133519788,3.1029256703683963,3.090425302808292
2022-03-07,3.248560371958524,3.22512505814558,3.1455873890288206,3.1211280654866087
2022-03-04,3.263826460948527,3.2403113851097443,3.232099826131294,3.250223130147196
2022-03-03,3.3236279041860053,3.3153485241662968,3.293663592602197,3.2851994264263444
2022-03-02,3.2440644026662993,3.2999712374322323,3.270290092621498,3.3084866485301676
