Date,T1,T2,T3,T4,T5,Close
2022-05-13,,-0.0005758662298993578,0.02312557544279814,0.16686986875872067,-0.08167197548256233,0.01604343110666795
2022-05-12,-0.0005758662298993578,0.02312557544279814,0.16686986875872067,-0.08167197548256233,0.01604343110666795,-0.09477545794185004
2022-05-11,0.02312557544279814,0.16686986875872067,-0.08167197548256233,0.01604343110666795,-0.09477545794185004,0.005152487320150723
2022-05-10,0.16686986875872067,-0.08167197548256233,0.01604343110666795,-0.09477545794185004,0.005152487320150723,0.06654790976047131
2022-05-09,-0.08167197548256233,0.01604343110666795,-0.09477545794185004,0.005152487320150723,0.06654790976047131,-0.009910960904057298
2022-05-06,0.01604343110666795,-0.09477545794185004,0.005152487320150723,0.06654790976047131,-0.009910960904057298,0.13345952450824594
2022-05-05,-0.09477545794185004,0.005152487320150723,0.06654790976047131,-0.009910960904057298,0.13345952450824594,0.02377216208689603
2022-05-04,0.005152487320150723,0.06654790976047131,-0.009910960904057298,0.13345952450824594,0.02377216208689603,0.15487770709397575
2022-05-03,0.06654790976047131,-0.009910960904057298,0.13345952450824594,0.02377216208689603,0.15487770709397575,-0.12597326351955562
2022-05-02,-0.009910960904057298,0.13345952450824594,0.02377216208689603,0.15487770709397575,-0.12597326351955562,-0.02030686179118613
2022-04-29,0.13345952450824594,0.02377216208689603,0.15487770709397575,-0.12597326351955562,-0.02030686179118613,-0.02369133875638374
2022-04-28,0.02377216208689603,0.15487770709397575,-0.12597326351955562,-0.02030686179118613,-0.02369133875638374,0.1571710690972572
2022-04-27,0.15487770709397575,-0.12597326351955562,-0.02030686179118613,-0.02369133875638374,0.1571710690972572,-0.10460559551539506
2022-04-26,-0.12597326351955562,-0.02030686179118613,-0.02369133875638374,0.1571710690972572,-0.10460559551539506,-0.008850154691084633
2022-04-25,-0.02030686179118613,-0.02369133875638374,0.1571710690972572,-0.10460559551539506,-0.008850154691084633,0.1221644640691677
2022-04-22,-0.02369133875638374,0.1571710690972572,-0.10460559551539506,-0.008850154691084633,0.1221644640691677,-0.02459049830833271
2022-04-21,0.1571710690972572,-0.10460559551539506,-0.008850154691084633,0.1221644640691677,-0.02459049830833271,0.12313434403531474
